"STATION","DATE","PRCP","TAVG"
"SPE00119774","1935","5.14",
"SPE00119774","1936","12.63",
"SPE00119774","1938","6.39",
"SPE00119774","1939","6.30",
"SPE00119774","1940","5.32",
"SPE00119774","1941","10.76",
"SPE00119774","1942","8.02",
"SPE00119774","1945","5.88",
"SPE00119774","1946","15.88",
"SPE00119774","1947","12.06",
"SPE00119774","1948","10.17",
"SPE00119774","1949","13.43",
"SPE00119774","1950","5.12",
"SPE00119774","1951","15.29","64.1"
"SPE00119774","1952","10.39","64.6"
"SPE00119774","1953","5.37","64.9"
"SPE00119774","1954","9.27","64.0"
"SPE00119774","1955","6.28","66.5"
"SPE00119774","1956","6.07","63.2"
"SPE00119774","1957","15.02","64.3"
"SPE00119774","1958","8.29","64.9"
"SPE00119774","1959","7.83","65.6"
"SPE00119774","1960","10.36","64.7"
"SPE00119774","1961","6.11","66.4"
"SPE00119774","1962","10.35","65.6"
"SPE00119774","1963","13.21","64.5"
"SPE00119774","1964","5.47","65.9"
"SPE00119774","1965","7.44","64.8"
"SPE00119774","1966","7.75","65.1"
"SPE00119774","1967","7.94","64.8"
"SPE00119774","1968","7.81","64.6"
"SPE00119774","1969","13.98","64.6"
"SPE00119774","1970","13.05","64.6"
"SPE00119774","1971","10.09","63.9"
"SPE00119774","1972","11.89","63.5"
"SPE00119774","1973","6.25","64.2"
"SPE00119774","1974","4.85","64.2"
"SPE00119774","1975","5.74","64.2"
"SPE00119774","1976","9.38","63.8"
"SPE00119774","1977","8.66",
"SPE00119774","1978","4.33","65.3"
"SPE00119774","1979","6.30","65.5"
"SPE00119774","1980","5.70",
"SPE00156126","2008","20.46","61.7"
"SPE00156126","2009","16.91","62.4"
"SPE00156126","2010","20.96","60.6"
"SPE00156126","2011","25.26","62.7"
"SPE00156126","2012","19.36","60.9"
"SPE00156126","2013","23.11","60.9"
"SPE00156126","2014","22.83","62.0"
"SPE00156126","2015","16.87","61.8"
"SPE00156126","2016","18.38","62.1"
"SPE00156126","2017","14.17","61.9"
"SPE00156126","2018","33.84","62.1"
"SPE00156126","2020","28.35","62.5"
"SPE00156126","2021","16.37","61.8"
"SPE00156126","2022","11.02","63.8"
"SPE00156126","2023",,
"SPE00156522","2008","20.33","58.9"
"SPE00156522","2009","17.42","59.9"
"SPE00156522","2010","30.56","58.2"
"SPE00156522","2011","27.04","60.3"
"SPE00156522","2012","21.51","59.0"
"SPE00156522","2013","22.70","58.5"
"SPE00156522","2014","23.61","59.9"
"SPE00156522","2015","21.05","59.4"
"SPE00156522","2016","22.77","59.7"
"SPE00156522","2017","15.88","59.1"
"SPE00156522","2018","29.07","60.0"
"SPE00156522","2020","24.80","59.5"
"SPE00156522","2021","14.26","58.8"
"SPE00156522","2022","14.28","60.8"
"SPE00156522","2023",,
"SPE00156369","2008","19.83",
"SPE00156369","2009","15.58","55.5"
"SPE00156369","2010","22.32","52.8"
"SPE00156369","2011","20.27","55.9"
"SPE00156369","2012","19.98","55.1"
"SPE00156369","2013","23.72","54.0"
"SPE00156369","2014","28.02",
"SPE00156369","2015","15.41","56.2"
"SPE00156369","2016","25.55","55.3"
"SPE00156369","2017","20.61","55.7"
"SPE00156369","2018","38.48","54.7"
"SPE00156369","2020","34.29","55.9"
"SPE00156369","2021","15.88","55.3"
"SPE00156369","2023",,
"SPE00156009","2008","20.79","60.6"
"SPE00156009","2009","13.44","61.7"
"SPE00156009","2010","18.25","59.7"
"SPE00156009","2011","13.50","62.3"
"SPE00156009","2012","14.47","61.7"
"SPE00156009","2013","19.25","60.7"
"SPE00156009","2014","19.99","62.5"
"SPE00156009","2015","17.63","61.5"
"SPE00156009","2016","13.13","61.6"
"SPE00156009","2017","9.61","61.6"
"SPE00156009","2018","20.85","62.3"
"SPE00156009","2020","23.43","62.3"
"SPE00156009","2021","21.83","61.3"
"SPE00156009","2022","14.87","63.6"
"SPE00156009","2023",,
"SPE00156405","2008","40.83","56.7"
"SPE00156405","2009","24.36","58.4"
"SPE00156405","2010","39.65","56.0"
"SPE00156405","2011","45.59","58.1"
"SPE00156405","2012","23.81","57.6"
"SPE00156405","2013","41.30","56.6"
"SPE00156405","2014","47.44","57.9"
"SPE00156405","2015","39.30","58.5"
"SPE00156405","2016",,
"SPE00120062","1951","30.70",
"SPE00120062","1953","13.08",
"SPE00120062","1954","14.10",
"SPE00120062","1955","28.78",
"SPE00120062","1957","19.66",
"SPE00120062","1958","18.47",
"SPE00120062","1959","27.52",
"SPE00120062","1960","33.22",
"SPE00120062","1961","27.94","55.1"
"SPE00120062","1962","24.19",
"SPE00120062","1963","30.29","53.1"
"SPE00120062","1964","18.59","55.1"
"SPE00120062","1965","25.94","53.6"
"SPE00120062","1966","28.81","54.1"
"SPE00120062","1967","14.81","54.1"
"SPE00120062","1968","25.02","53.9"
"SPE00120062","1969","36.04","52.2"
"SPE00120062","1970","17.08","53.7"
"SPE00120062","1971","28.78",
"SPE00120062","1972","27.66",
"SPE00120062","1973","15.28","53.6"
"SPE00120062","1974","18.49","53.4"
"SPE00120062","1975","20.31","53.4"
"SPE00120062","1976","25.94","53.1"
"SPE00120062","1977","25.31","53.5"
"SPE00120062","1978","18.87","53.7"
"SPE00120062","1979","27.39","54.2"
"SPE00120062","1980","15.04","54.1"
"SPE00120062","1981","16.49","55.0"
"SPE00120062","1982","20.78","54.4"
"SPE00120062","1983","10.48","55.1"
"SPE00120062","1984","23.74","53.0"
"SPE00120062","1985","19.90","54.9"
"SPE00120062","1986","17.78","54.2"
"SPE00120062","1987","25.26","55.7"
"SPE00120062","1988","20.76","54.5"
"SPE00120062","1989","22.43","56.0"
"SPE00120062","1990","15.64","55.4"
"SPE00120062","1991","16.58","54.3"
"SPE00120062","1992","16.92","54.1"
"SPE00120062","1993","14.80","53.5"
"SPE00120062","1994","13.62","56.5"
"SPE00120062","1995","17.27","56.8"
"SPE00120062","1996","27.58","54.6"
"SPE00120062","1997","25.73","56.4"
"SPE00120062","1998","13.96","55.6"
"SPE00120062","1999","18.56","55.4"
"SPE00120062","2000","17.04","55.5"
"SPE00120062","2001","17.48","56.2"
"SPE00120062","2002","24.41","56.2"
"SPE00120062","2003","25.89","56.9"
"SPE00120062","2004","18.59","56.2"
"SPE00120062","2005","14.33","56.2"
"SPE00120062","2006","21.53","57.7"
"SPE00120062","2007","19.22","56.2"
"SPE00120062","2008","24.91","56.1"
"SPE00120062","2009","20.88","58.0"
"SPE00120062","2010","28.92","55.6"
"SPE00120062","2011","17.39","58.3"
"SPE00120062","2012","16.31","56.7"
"SPE00120062","2013","20.58","55.6"
"SPE00120062","2014","21.44","57.8"
"SPE00120062","2015","12.69","58.7"
"SPE00120062","2016","19.43","57.6"
"SPE00120062","2017","14.13","58.9"
"SPE00120062","2018","26.09","56.8"
"SPE00120062","2019","17.86","58.0"
"SPE00120062","2020","20.68","58.3"
"SPE00120062","2021","20.85","57.8"
"SPE00120062","2022","14.65","60.2"
"SPE00120062","2023",,
"SPE00119990","1954","36.54",
"SPE00119990","1955","43.26",
"SPE00119990","1956","39.03",
"SPE00119990","1957","35.77",
"SPE00119990","1958","48.03",
"SPE00119990","1961","64.32","57.7"
"SPE00119990","1962","66.08","55.0"
"SPE00119990","1963","49.10","55.5"
"SPE00119990","1964","57.74","56.2"
"SPE00119990","1965","68.54","56.0"
"SPE00119990","1966","63.23","57.2"
"SPE00119990","1967","60.77","56.3"
"SPE00119990","1968","70.00","57.4"
"SPE00119990","1969","61.52","57.0"
"SPE00119990","1970","56.15",
"SPE00119990","1971","64.06",
"SPE00119990","1972","50.74","55.0"
"SPE00119990","1973","51.08","55.6"
"SPE00119990","1974","61.78","56.0"
"SPE00119990","1975",,
"SPE00119990","1978","59.56","56.2"
"SPE00119990","1979","64.95","56.6"
"SPE00119990","1980","53.85","56.6"
"SPE00119990","1981","40.60","57.5"
"SPE00119990","1982","52.72","57.9"
"SPE00119990","1983","46.17","57.6"
"SPE00119990","1984","47.50","56.1"
"SPE00119990","1985","42.96","57.4"
"SPE00119990","1986","60.96","56.4"
"SPE00119990","1987","38.52","58.0"
"SPE00119990","1988","38.48","58.0"
"SPE00119990","1989","32.20","59.1"
"SPE00119990","1990","45.46","58.9"
"SPE00119990","1991","41.74","56.7"
"SPE00119990","1992","54.98","57.4"
"SPE00119990","1993","40.58","57.4"
"SPE00119990","1994","42.20","58.7"
"SPE00119990","1995","39.11","59.1"
"SPE00119990","1996","51.96","57.6"
"SPE00119990","1997","38.91","59.4"
"SPE00119990","1998","46.05","58.1"
"SPE00119990","1999","42.36","58.6"
"SPE00119990","2000","47.61","58.4"
"SPE00119990","2001","34.44","58.3"
"SPE00119990","2002","44.04","58.6"
"SPE00119990","2003","40.71","59.3"
"SPE00119990","2004","43.02","58.0"
"SPE00119990","2005","42.36","58.0"
"SPE00119990","2006","39.95","59.5"
"SPE00119990","2007","43.17","57.8"
"SPE00119990","2008","60.66","58.1"
"SPE00119990","2009","50.22","58.4"
"SPE00119990","2010","52.61","57.9"
"SPE00119990","2011","35.62","59.9"
"SPE00119990","2012","44.86","58.4"
"SPE00119990","2013","56.64","58.4"
"SPE00119990","2014","44.14","60.3"
"SPE00119990","2015","42.55","59.5"
"SPE00119990","2016","45.07","59.3"
"SPE00119990","2017","45.53","59.1"
"SPE00119990","2018","56.17","59.6"
"SPE00119990","2019","58.67","59.2"
"SPE00119990","2020","54.77",
"SPE00119990","2021","54.87","59.2"
"SPE00119990","2022","37.63","61.3"
"SPE00119990","2023","50.16",
"SPE00119909","1944","16.43","48.5"
"SPE00119909","1945","15.11","51.2"
"SPE00119909","1946","17.38","48.9"
"SPE00119909","1947","28.05","50.9"
"SPE00119909","1948","18.17","51.3"
"SPE00119909","1949","17.78","51.2"
"SPE00119909","1950","16.91","51.6"
"SPE00119909","1951","27.85","48.9"
"SPE00119909","1952","29.89","49.7"
"SPE00119909","1953","15.62","49.6"
"SPE00119909","1954","15.13","48.4"
"SPE00119909","1955","31.28",
"SPE00119909","1956","20.35","47.8"
"SPE00119909","1957","14.68","49.4"
"SPE00119909","1958","25.22","50.3"
"SPE00119909","1959","32.42","50.3"
"SPE00119909","1960","35.17","49.6"
"SPE00119909","1961","26.43","51.5"
"SPE00119909","1962","21.07","49.9"
"SPE00119909","1963","28.70","49.1"
"SPE00119909","1964","17.54","50.4"
"SPE00119909","1965","25.80","49.7"
"SPE00119909","1966","28.18","50.2"
"SPE00119909","1967","25.48","49.5"
"SPE00119909","1968","18.17","50.2"
"SPE00119909","1969","25.28","48.7"
"SPE00119909","1970","17.76","49.5"
"SPE00119909","1971","26.19","48.5"
"SPE00119909","1972","28.86","47.9"
"SPE00119909","1973","20.31","48.7"
"SPE00119909","1974","20.83","48.6"
"SPE00119909","1975","19.04","49.3"
"SPE00119909","1976","21.98","49.3"
"SPE00119909","1977","27.06","49.3"
"SPE00119909","1978","21.33","49.5"
"SPE00119909","1979","29.38","50.0"
"SPE00119909","1980","21.70","49.1"
"SPE00119909","1981","18.59","50.1"
"SPE00119909","1982","19.39","51.3"
"SPE00119909","1983","21.50","50.8"
"SPE00119909","1984","24.74","48.5"
"SPE00119909","1985","17.87","50.4"
"SPE00119909","1986","17.52","49.4"
"SPE00119909","1987","21.93","50.8"
"SPE00119909","1988","21.09","50.5"
"SPE00119909","1989","21.66","52.4"
"SPE00119909","1990","19.95","51.4"
"SPE00119909","1991","14.51","50.0"
"SPE00119909","1992","22.38","49.9"
"SPE00119909","1993","21.18","49.1"
"SPE00119909","1994","20.97","51.7"
"SPE00119909","1995","21.88","52.5"
"SPE00119909","1996","25.85","51.0"
"SPE00119909","1997","29.59","52.9"
"SPE00119909","1998","16.06","51.7"
"SPE00119909","1999","21.95","51.4"
"SPE00119909","2000","22.25","52.2"
"SPE00119909","2001","24.15","52.2"
"SPE00119909","2002","22.69","52.7"
"SPE00119909","2003","22.39","53.7"
"SPE00119909","2004","21.17","51.7"
"SPE00119909","2005","18.57","51.7"
"SPE00119909","2006","19.70","53.5"
"SPE00119909","2007","22.68","51.0"
"SPE00119909","2008","27.47","51.3"
"SPE00119909","2009","20.98","52.2"
"SPE00119909","2010","23.86","50.1"
"SPE00119909","2011","19.87","52.6"
"SPE00119909","2012","16.15","51.2"
"SPE00119909","2013","26.04","50.3"
"SPE00119909","2014","22.27","52.5"
"SPE00119909","2015","15.09","52.1"
"SPE00119909","2016","24.24","52.0"
"SPE00119909","2017","12.65","53.0"
"SPE00119909","2018","24.76","52.0"
"SPE00119909","2019","22.51","52.4"
"SPE00119909","2020","21.26","53.2"
"SPE00119909","2021","17.59","51.8"
"SPE00119909","2022","16.11","54.1"
"SPE00119909","2023",,
"SPE00120188","1949",,"58.5"
"SPE00120188","1950",,"58.2"
"SPE00120188","1951","19.39","55.9"
"SPE00120188","1952","18.73","57.2"
"SPE00120188","1953","12.23","55.8"
"SPE00120188","1954","12.70","54.9"
"SPE00120188","1955","16.83","56.6"
"SPE00120188","1956","15.39","53.3"
"SPE00120188","1957","11.18","55.5"
"SPE00120188","1958","14.65","56.4"
"SPE00120188","1959","23.01","56.5"
"SPE00120188","1960","16.65","55.9"
"SPE00120188","1961","21.80","57.8"
"SPE00120188","1962","15.72","56.0"
"SPE00120188","1963","14.09","54.6"
"SPE00120188","1964","12.10","56.4"
"SPE00120188","1965","14.08","56.1"
"SPE00120188","1966","17.79","56.7"
"SPE00120188","1967","17.00","56.2"
"SPE00120188","1968","12.68","56.5"
"SPE00120188","1969","17.91","55.5"
"SPE00120188","1970","12.40","56.1"
"SPE00120188","1971","21.30","55.3"
"SPE00120188","1972","18.67","54.0"
"SPE00120188","1973","11.78","55.5"
"SPE00120188","1974","14.15","55.3"
"SPE00120188","1975","16.89","55.6"
"SPE00120188","1976","14.59","55.8"
"SPE00120188","1977","18.05","55.4"
"SPE00120188","1978","17.00","55.6"
"SPE00120188","1979","20.21","55.6"
"SPE00120188","1980","15.73","55.0"
"SPE00120188","1981","12.10","57.1"
"SPE00120188","1982","11.67","57.2"
"SPE00120188","1983","14.34","56.8"
"SPE00120188","1984","15.18","55.2"
"SPE00120188","1985","12.58","56.4"
"SPE00120188","1986","9.45","56.5"
"SPE00120188","1987","15.99","57.4"
"SPE00120188","1988","18.59","56.6"
"SPE00120188","1989","11.41","58.1"
"SPE00120188","1990","13.34","57.9"
"SPE00120188","1991","17.01","56.2"
"SPE00120188","1992","19.40","55.7"
"SPE00120188","1993","15.20","55.3"
"SPE00120188","1994","15.60","57.9"
"SPE00120188","1995","13.69","57.9"
"SPE00120188","1996","20.61","56.7"
"SPE00120188","1997","22.60","58.0"
"SPE00120188","1998","11.51","56.5"
"SPE00120188","1999","17.89","56.6"
"SPE00120188","2000","15.23","57.2"
"SPE00120188","2001","14.34","57.5"
"SPE00120188","2002","18.46","57.8"
"SPE00120188","2003","22.00","58.6"
"SPE00120188","2004","21.04","56.9"
"SPE00120188","2005","13.35","56.6"
"SPE00120188","2006","16.06","58.5"
"SPE00120188","2007","17.85","57.2"
"SPE00120188","2008","24.82","56.8"
"SPE00120188","2009","14.43","58.2"
"SPE00120188","2010","12.28","56.1"
"SPE00120188","2011","12.50","58.8"
"SPE00120188","2012","14.11","58.2"
"SPE00120188","2013","21.43","56.4"
"SPE00120188","2014","16.81","58.7"
"SPE00120188","2015","17.13","58.0"
"SPE00120188","2016","14.84","57.8"
"SPE00120188","2017","15.38","58.7"
"SPE00120188","2018","21.00","57.9"
"SPE00120188","2019","17.11","58.7"
"SPE00120188","2020","17.81","58.2"
"SPE00120188","2021","17.11","57.8"
"SPE00120188","2022","10.20","60.1"
"SPE00120188","2023","17.64",
"SPE00120224","1938","10.26","54.4"
"SPE00120224","1939","26.12","51.5"
"SPE00120224","1940","19.14","52.6"
"SPE00120224","1941","20.64","51.8"
"SPE00120224","1942","19.85","52.5"
"SPE00120224","1943","21.16",
"SPE00120224","1944","13.44","51.6"
"SPE00120224","1945","15.69","52.6"
"SPE00120224","1946","19.33","49.9"
"SPE00120224","1947","25.37","52.2"
"SPE00120224","1948","22.07","52.9"
"SPE00120224","1949","15.09","53.0"
"SPE00120224","1950","16.59","52.5"
"SPE00120224","1951","25.82","50.0"
"SPE00120224","1952","21.43","51.4"
"SPE00120224","1953","15.26","52.3"
"SPE00120224","1954","17.17","50.6"
"SPE00120224","1955","31.82","52.9"
"SPE00120224","1956","22.39","49.3"
"SPE00120224","1957","15.63","51.2"
"SPE00120224","1958","24.46","51.5"
"SPE00120224","1959","33.37",
"SPE00120224","1960","27.77","51.1"
"SPE00120224","1961","26.29","53.3"
"SPE00120224","1962","19.85","51.7"
"SPE00120224","1963","25.83","50.4"
"SPE00120224","1964","18.81","51.9"
"SPE00120224","1965","19.81","51.0"
"SPE00120224","1966","26.34","51.5"
"SPE00120224","1967","14.29","51.3"
"SPE00120224","1968","23.09","51.5"
"SPE00120224","1969","22.36","50.2"
"SPE00120224","1970","16.78","51.1"
"SPE00120224","1971","26.28","50.0"
"SPE00120224","1972","23.02",
"SPE00120224","1973","18.52","50.8"
"SPE00120224","1974","16.62","49.9"
"SPE00120224","1975","24.57","50.2"
"SPE00120224","1976","18.10","51.3"
"SPE00120224","1977","29.41","50.6"
"SPE00120224","1978","31.44","51.0"
"SPE00120224","1979","26.84","51.6"
"SPE00120224","1980","21.30","51.1"
"SPE00120224","1981","20.47","52.3"
"SPE00120224","1982","16.70","52.2"
"SPE00120224","1983","19.15","52.1"
"SPE00120224","1984","21.79","50.6"
"SPE00120224","1985","21.83","52.1"
"SPE00120224","1986","14.68","51.5"
"SPE00120224","1987","27.31","52.4"
"SPE00120224","1988","23.37","51.3"
"SPE00120224","1989","28.89","53.5"
"SPE00120224","1990","16.83","52.8"
"SPE00120224","1991","15.57","51.5"
"SPE00120224","1992","15.91","51.5"
"SPE00120224","1993","22.01","50.0"
"SPE00120224","1994","16.45","52.3"
"SPE00120224","1995","22.09","53.4"
"SPE00120224","1996","28.57","51.6"
"SPE00120224","1997","26.34","53.4"
"SPE00120224","1998","15.86","52.5"
"SPE00120224","1999","19.59","51.7"
"SPE00120224","2000","26.89","51.8"
"SPE00120224","2001","19.17","51.8"
"SPE00120224","2002","23.06","52.0"
"SPE00120224","2003","23.39","52.6"
"SPE00120224","2004","13.70","51.2"
"SPE00120224","2005","12.91","51.6"
"SPE00120224","2006","23.16","53.1"
"SPE00120224","2007","16.12","51.1"
"SPE00120224","2008","16.17","51.4"
"SPE00120224","2009","18.55","52.5"
"SPE00120224","2010","22.02","51.0"
"SPE00120224","2011","19.78","53.2"
"SPE00120224","2012","11.82","51.8"
"SPE00120224","2013","19.92","51.3"
"SPE00120224","2014","25.11","52.4"
"SPE00120224","2015","16.93","52.5"
"SPE00120224","2016","20.05","52.3"
"SPE00120224","2017","14.58","54.0"
"SPE00120224","2018","23.09","52.3"
"SPE00120224","2019","19.55","52.8"
"SPE00120224","2020","17.20","53.8"
"SPE00120224","2021","18.22","53.4"
"SPE00120224","2022","17.09","55.2"
"SPE00120224","2023",,
"SPE00120620","1921","7.20",
"SPE00120620","1923","8.07",
"SPE00120620","1925","11.38",
"SPE00120620","1927","9.65",
"SPE00120620","1930","5.94",
"SPE00120620","1931",,"53.1"
"SPE00120620","1933","8.38","54.1"
"SPE00120620","1934","6.56","53.5"
"SPE00120620","1935","11.92",
"SPE00120620","1936","20.94","53.4"
"SPE00120620","1937",,"55.4"
"SPE00120620","1938","9.67","55.0"
"SPE00120620","1939","16.91",
"SPE00120620","1940","16.44","53.8"
"SPE00120620","1941","16.04","53.4"
"SPE00120620","1942","11.83",
"SPE00120620","1943",,"55.3"
"SPE00120620","1944","9.30","53.1"
"SPE00120620","1945",,"55.3"
"SPE00120620","1946",,"52.4"
"SPE00120620","1947",,"54.9"
"SPE00120620","1948","15.06","55.6"
"SPE00120620","1949","10.82","55.5"
"SPE00120620","1950","9.74","54.7"
"SPE00120620","1952","16.20","53.7"
"SPE00120620","1953","12.54","53.9"
"SPE00120620","1954","10.65","53.3"
"SPE00120620","1955","25.95","56.3"
"SPE00120620","1956","17.14","52.4"
"SPE00120620","1957","10.36","54.4"
"SPE00120620","1958","19.43","55.0"
"SPE00120620","1959","20.45","55.3"
"SPE00120620","1960","23.85","55.1"
"SPE00120620","1961","26.39","56.6"
"SPE00120620","1962","16.28","54.7"
"SPE00120620","1963","25.59","53.8"
"SPE00120620","1964","12.03","54.4"
"SPE00120620","1965","14.78","54.3"
"SPE00120620","1966","20.61","54.7"
"SPE00120620","1967","9.93","53.8"
"SPE00120620","1968","14.77","54.7"
"SPE00120620","1969","21.09","53.3"
"SPE00120620","1970","12.54","54.2"
"SPE00120620","1971","15.62","52.8"
"SPE00120620","1972","15.98","52.8"
"SPE00120620","1973","10.87","53.3"
"SPE00120620","1974","12.55","53.3"
"SPE00120620","1975","10.54","53.7"
"SPE00120620","1976","13.00","53.8"
"SPE00120620","1977","19.52","53.9"
"SPE00120620","1978","21.13","54.0"
"SPE00120620","1979","19.60","54.3"
"SPE00120620","1980","10.44","53.7"
"SPE00120620","1981","9.21","55.1"
"SPE00120620","1982","9.19","55.5"
"SPE00120620","1983","14.93","54.5"
"SPE00120620","1984","15.98","53.7"
"SPE00120620","1985","14.94","55.3"
"SPE00120620","1986","9.86","54.9"
"SPE00120620","1987","14.92","56.1"
"SPE00120620","1988","16.30","54.6"
"SPE00120620","1989","17.23","57.1"
"SPE00120620","1990","12.17","56.9"
"SPE00120620","1991","8.65","55.8"
"SPE00120620","1992","12.49","55.4"
"SPE00120620","1993","13.44","53.9"
"SPE00120620","1994","12.31","56.2"
"SPE00120620","1995","13.46","57.7"
"SPE00120620","1996","19.54","56.0"
"SPE00120620","1997","22.77","57.3"
"SPE00120620","1998","11.09","55.9"
"SPE00120620","1999","13.47","55.3"
"SPE00120620","2000","17.90","55.3"
"SPE00120620","2001","17.19","55.4"
"SPE00120620","2002","19.45","56.2"
"SPE00120620","2003","19.09","56.7"
"SPE00120620","2004","11.73","55.4"
"SPE00120620","2005","11.02","55.3"
"SPE00120620","2006","18.54","56.6"
"SPE00120620","2007","17.83","54.6"
"SPE00120620","2008","16.65","54.9"
"SPE00120620","2009","15.38","57.0"
"SPE00120620","2010","20.90","55.4"
"SPE00120620","2011","10.69","57.3"
"SPE00120620","2012","13.61","55.5"
"SPE00120620","2013","18.95","55.1"
"SPE00120620","2014","14.51","57.3"
"SPE00120620","2015","12.53","56.9"
"SPE00120620","2016","18.49","56.8"
"SPE00120620","2017","13.50","58.5"
"SPE00120620","2018","17.40","57.3"
"SPE00120620","2019","13.55","57.6"
"SPE00120620","2020","14.26","58.2"
"SPE00120620","2021","18.57","56.9"
"SPE00120620","2022","15.27","59.0"
"SPE00120620","2023","15.05",
"SPE00119747","1976",,"51.4"
"SPE00119747","1978","34.30","51.8"
"SPE00119747","1979",,
"SPE00119747","1981","29.76","52.5"
"SPE00119747","1982","35.87","52.8"
"SPE00119747","1983","34.74","52.6"
"SPE00119747","1984","38.11","50.8"
"SPE00119747","1985","26.87","51.6"
"SPE00119747","1986","28.30","51.7"
"SPE00119747","1987","30.70","52.5"
"SPE00119747","1988","30.96","52.3"
"SPE00119747","1989","22.42","54.0"
"SPE00119747","1990","24.08","53.6"
"SPE00119747","1991","33.00","52.1"
"SPE00119747","1992","38.35","52.2"
"SPE00119747","1993","31.92","51.9"
"SPE00119747","1994","24.67","54.2"
"SPE00119747","1995","23.91","54.3"
"SPE00119747","1996","33.48","52.6"
"SPE00119747","1997","32.22","55.0"
"SPE00119747","1998","27.85","53.1"
"SPE00119747","1999","29.23","53.3"
"SPE00119747","2000","25.65","53.4"
"SPE00119747","2001","23.82","53.1"
"SPE00119747","2002","26.86","53.6"
"SPE00119747","2003","27.95","54.9"
"SPE00119747","2004","32.28","53.1"
"SPE00119747","2005","30.56","52.4"
"SPE00119747","2006","20.85","54.6"
"SPE00119747","2007","27.72","52.5"
"SPE00119747","2008","34.87","52.6"
"SPE00119747","2009","28.70","54.0"
"SPE00119747","2010","25.53","51.9"
"SPE00119747","2011","19.83","54.6"
"SPE00119747","2012","20.96","53.2"
"SPE00119747","2013","43.96","53.0"
"SPE00119747","2014","36.21","55.0"
"SPE00119747","2015","31.00","54.2"
"SPE00119747","2016","29.35","53.7"
"SPE00119747","2017","25.28","54.4"
"SPE00119747","2018","32.34","54.4"
"SPE00119747","2019","35.89","54.4"
"SPE00119747","2020","30.56","55.0"
"SPE00119747","2021","32.58","53.8"
"SPE00119747","2022","15.98","56.3"
"SPE00119747","2023","25.78",
"SPE00120107","1986","15.57",
"SPE00120107","1987","22.63","56.2"
"SPE00120107","1988","17.88","55.6"
"SPE00120107","1989","16.17","57.6"
"SPE00120107","1990","11.21","56.8"
"SPE00120107","1991",,
"SPE00120107","1993","16.61","54.6"
"SPE00120107","1994","11.53","56.4"
"SPE00120107","1995","14.52","57.5"
"SPE00120107","1996",,
"SPE00120107","2001","14.05","56.4"
"SPE00120107","2002","20.77","56.8"
"SPE00120107","2003","18.26","57.8"
"SPE00120107","2004",,
"SPE00120107","2005","11.38","55.7"
"SPE00120107","2006","16.42","57.2"
"SPE00120107","2007","12.98","55.2"
"SPE00120107","2008",,
"SPE00120107","2009","14.54","56.6"
"SPE00120107","2010","28.19",
"SPE00120107","2011","14.18",
"SPE00120107","2012",,"56.4"
"SPE00120107","2016","17.44",
"SPE00120107","2017","8.72",
"SPE00120107","2018","20.40",
"SPE00120107","2020","16.19",
"SPE00120107","2021","17.89",
"SPE00120503","1956","22.67","61.3"
"SPE00120503","1957","21.02","63.4"
"SPE00120503","1958","25.04","64.0"
"SPE00120503","1959","20.30","63.6"
"SPE00120503","1960","40.60","63.9"
"SPE00120503","1961","23.48","65.5"
"SPE00120503","1962","29.76","63.9"
"SPE00120503","1963","34.14","63.7"
"SPE00120503","1964","15.61","64.5"
"SPE00120503","1965","12.20","63.1"
"SPE00120503","1966","15.97","63.0"
"SPE00120503","1967","19.37","62.3"
"SPE00120503","1968","20.25","62.7"
"SPE00120503","1969","32.62",
"SPE00120503","1970","25.70","62.5"
"SPE00120503","1971","24.10","61.0"
"SPE00120503","1972","34.68","60.6"
"SPE00120503","1973","15.13","61.6"
"SPE00120503","1974","14.32","61.7"
"SPE00120503","1975","23.41","61.6"
"SPE00120503","1976","28.24","61.4"
"SPE00120503","1977","24.34","62.0"
"SPE00120503","1978","24.64","62.4"
"SPE00120503","1979","31.70","62.9"
"SPE00120503","1980","16.75","63.0"
"SPE00120503","1981","17.22","64.3"
"SPE00120503","1982","21.19","63.0"
"SPE00120503","1983","18.82","63.6"
"SPE00120503","1984","22.40","62.2"
"SPE00120503","1985","21.09","63.8"
"SPE00120503","1987","35.11","63.9"
"SPE00120503","1988","17.06","63.6"
"SPE00120503","1989","32.39","65.2"
"SPE00120503","1990","18.33","64.5"
"SPE00120503","1991","20.17","63.0"
"SPE00120503","1992","16.41","63.1"
"SPE00120503","1993","15.35","62.1"
"SPE00120503","1994","13.76","64.2"
"SPE00120503","1995","14.30","65.5"
"SPE00120503","1996","40.70","64.3"
"SPE00120503","1997","25.74","65.6"
"SPE00120503","1998","13.21","64.6"
"SPE00120503","1999","16.70","64.2"
"SPE00120503","2000","22.91","64.5"
"SPE00120503","2001","23.53","65.0"
"SPE00120503","2002","25.30","64.3"
"SPE00120503","2003","26.84","65.2"
"SPE00120503","2004","14.87","64.4"
"SPE00120503","2005","8.65","64.6"
"SPE00120503","2006","26.03","65.5"
"SPE00120503","2007","18.98","64.1"
"SPE00120503","2008","22.29","64.3"
"SPE00120503","2009","23.44","65.8"
"SPE00120503","2010","36.72","65.5"
"SPE00120503","2011","18.39","66.2"
"SPE00120503","2012","14.33","65.5"
"SPE00120503","2013","21.80","64.8"
"SPE00120503","2014","25.33","65.1"
"SPE00120503","2015","11.12","66.2"
